customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C01934,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),29.25,204.85,No
C01935,Female,0,No,Yes,14,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),73.31,1101.45,No
C01936,Male,1,Yes,Yes,57,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),102.34,5772.46,No
C01937,Female,1,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,100.97,76.66,No
C01938,Female,0,No,Yes,2,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.18,113.84,No
C01939,Male,0,No,Yes,51,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,89.16,4581.76,No
C01940,Male,0,No,Yes,54,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,69.41,3718.07,No
C01941,Female,0,Yes,No,52,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,55.83,2855.06,Yes
C01942,Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.76,1621.78,No
C01943,Female,0,Yes,Yes,39,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,87.55,3377.77,No
C01944,Male,0,Yes,No,38,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.13,2334.91,Yes
C01945,Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),96.89,4128.21,No
C01946,Male,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.73,290.99,No
C01947,Female,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.65,787.07,No
C01948,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),90.88,4919.07,No
C01949,Male,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.16,697.14,No
C01950,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,107.94,1395.15,Yes
C01951,Male,0,No,No,64,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,80.72,5189.53,No
C01952,Male,1,Yes,No,26,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),84.17,2253.85,No
C01953,Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),21.48,512.5,No
C01954,Male,0,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.01,2174.91,Yes
C01955,Male,0,No,No,44,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.5,2893.3,No
C01956,Female,1,Yes,No,7,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,102.18,687.63,Yes
C01957,Male,0,Yes,Yes,66,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,72.71,4778.09,No
C01958,Male,0,No,Yes,63,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.4,5447.9,No
C01959,Male,1,Yes,No,46,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,73.87,3317.54,No
C01960,Female,0,No,No,20,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,75.55,1533.88,No
C01961,Male,1,No,No,31,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,72.25,2282.32,No
C01962,Female,1,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.67,1166.83,Yes
C01963,Female,1,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.03,3074.33,No
C01964,Male,0,Yes,No,40,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.2,1031.81,No
C01965,Male,0,Yes,Yes,51,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),88.08,4530.9,No
C01966,Male,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),104.47,1074.46,No
C01967,Female,0,Yes,No,17,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),52.47,970.8,No
C01968,Male,0,No,Yes,10,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),79.6,766.21,No
C01969,Male,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.94,843.69,No
C01970,Male,0,Yes,Yes,42,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),57.85,2383.54,No
C01971,Male,0,Yes,Yes,64,Yes,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),47.69,3029.1,No
C01972,Male,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.85,1383.04,No
C01973,Female,0,No,Yes,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.75,839.7,No
C01974,Female,0,Yes,Yes,20,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,88.18,1805.42,Yes
C01975,Male,0,No,Yes,28,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,107.12,3027.39,No
C01976,Male,0,No,No,8,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),73.82,615.96,Yes
C01977,Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,95.6,5800.06,No
C01978,Male,0,No,Yes,61,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,109.4,6665.65,No
C01979,Female,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),107.32,7455.47,No
C01980,Male,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),86.86,370.0,No
C01981,Female,0,No,No,14,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,63.52,942.35,No
C01982,Female,0,Yes,No,56,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),60.3,3443.35,No
C01983,Male,1,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),72.87,328.76,No
C01984,Female,0,Yes,No,19,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,62.84,1212.71,Yes
C01985,Female,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,98.75,255.52,No
C01986,Female,0,Yes,No,55,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.07,4049.89,No
C01987,Female,0,No,Yes,33,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,63.37,2013.31,No
C01988,Male,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),89.21,3418.75,No
C01989,Male,0,No,No,68,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,57.46,3926.48,No
C01990,Female,0,Yes,Yes,67,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.25,5705.06,Yes
C01991,Male,0,No,Yes,21,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.5,1572.24,No
C01992,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,79.84,1119.97,No
C01993,Male,0,No,No,67,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),72.67,4779.46,No
C01994,Male,0,Yes,No,7,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,49.18,394.08,No
C01995,Male,1,No,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,71.59,4706.11,No
C01996,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),90.57,4106.4,No
C01997,Male,0,Yes,Yes,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,70.05,2065.66,Yes
C01998,Male,0,No,No,11,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),75.93,794.4,No
C01999,Male,0,No,No,51,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,45.51,2298.29,Yes
C02000,Male,0,No,No,57,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),86.98,4961.19,No
C02001,Female,0,No,Yes,1,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,74.04,49.58,Yes
C02002,Female,0,Yes,Yes,0,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,67.77,28.02,Yes
C02003,Female,0,No,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.81,1157.2,No
C02004,Female,0,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.33,974.54,Yes
C02005,Male,0,No,No,63,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,56.0,3476.92,Yes
C02006,Female,1,No,Yes,67,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,73.12,4799.71,No
C02007,Male,0,No,No,11,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,52.67,606.28,No
C02008,Male,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),26.99,1284.35,No
C02009,Male,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,93.4,1831.0,Yes
C02010,Male,0,Yes,No,9,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,62.86,538.93,No
C02011,Male,1,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.93,1834.14,Yes
C02012,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,84.95,1126.89,Yes
C02013,Female,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.76,3857.34,Yes
C02014,Female,0,Yes,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.0,732.77,No
C02015,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),29.83,2141.25,No
C02016,Male,0,Yes,No,13,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,74.88,918.1,No
C02017,Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),73.96,3802.72,Yes
C02018,Male,0,No,No,16,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,77.22,1209.75,No
C02019,Female,1,No,Yes,61,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,46.35,2894.61,No
C02020,Male,0,Yes,No,21,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,66.92,1448.61,No
C02021,Male,0,No,No,52,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Mailed check,77.71,4042.35,No
C02022,Female,0,No,No,31,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.31,720.7,Yes
C02023,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),29.67,1491.18,No
C02024,Male,0,No,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.36,389.09,No
C02025,Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),28.95,981.92,No
C02026,Male,0,No,No,49,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,51.0,2533.61,No
C02027,Female,0,Yes,No,65,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,73.35,4708.94,No
C02028,Female,1,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),107.63,4816.88,No
C02029,Female,0,No,Yes,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.56,616.44,Yes
C02030,Male,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.62,1527.04,No
C02031,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),105.39,4158.29,No
C02032,Male,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,88.52,339.73,No
C02033,Female,0,No,No,44,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,90.47,3927.83,No
C02034,Male,0,No,Yes,45,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,100.53,4536.3,No
C02035,Female,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),63.0,2196.65,No
C02036,Female,1,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.45,233.86,No
C02037,Male,1,No,No,40,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),51.07,2024.88,No
C02038,Female,0,Yes,No,29,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,62.74,1814.89,No
C02039,Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,79.77,4120.74,No
C02040,Male,0,Yes,No,19,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,85.35,1595.58,No
C02041,Male,0,No,No,35,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.22,742.57,Yes
C02042,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.97,1832.32,Yes
C02043,Male,0,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,73.55,3297.71,No
C02044,Female,1,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,85.97,236.81,No
C02045,Female,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),96.15,4711.58,Yes
C02046,Female,0,Yes,No,54,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.45,1458.65,No
C02047,Male,0,Yes,No,58,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),46.14,2650.42,Yes
C02048,Male,0,No,Yes,41,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,71.31,2932.21,Yes
C02049,Male,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),80.11,35.13,No
C02050,Female,0,No,No,45,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,50.74,2266.21,Yes
C02051,Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,79.92,8.75,Yes
C02052,Female,1,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,87.85,4285.06,Yes
C02053,Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.42,85.49,Yes
C02054,Male,0,No,No,12,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.16,300.95,No
C02055,Male,0,No,No,69,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,106.08,7319.62,Yes
C02056,Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),29.61,644.15,No
C02057,Male,0,No,No,16,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,52.72,786.68,Yes
C02058,Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),105.45,6138.44,No
C02059,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),94.29,6487.27,No
C02060,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),79.18,207.71,Yes
C02061,Female,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.49,1517.18,Yes
C02062,Male,0,Yes,No,48,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,74.36,3526.66,No
C02063,Female,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.16,1083.16,Yes
C02064,Male,1,Yes,No,34,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,50.79,1709.48,No
C02065,Female,0,Yes,Yes,22,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,93.48,2144.2,Yes
C02066,Female,0,Yes,Yes,71,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,51.22,3558.28,No
C02067,Male,1,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.14,56.65,No
C02068,Female,0,Yes,Yes,49,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),46.25,2293.75,No
C02069,Male,0,Yes,Yes,9,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),91.13,911.74,No
C02070,Male,1,Yes,No,54,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.21,1422.4,No
C02071,Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.0,436.82,No
C02072,Female,1,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.49,575.52,Yes
C02073,Female,1,Yes,Yes,63,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,104.07,6573.02,No
C02074,Male,0,No,No,32,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,90.67,2956.94,Yes
C02075,Male,0,No,No,65,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.89,1843.27,Yes
C02076,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.47,118.49,No
C02077,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,80.02,2334.71,Yes
C02078,Male,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),79.01,1461.59,No
C02079,Female,0,Yes,No,70,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.07,1555.0,No
C02080,Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.13,608.23,No
C02081,Female,0,No,No,60,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.98,4185.21,No
C02082,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,88.25,301.76,Yes
C02083,Female,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.83,1923.65,No
C02084,Male,0,No,Yes,55,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,49.22,2728.52,No
C02085,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.58,967.99,Yes
C02086,Female,1,Yes,No,14,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,87.43,1083.87,No
C02087,Male,1,Yes,No,19,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,108.45,2103.41,Yes
C02088,Female,0,Yes,No,72,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),55.44,4047.8,No
C02089,Male,1,No,Yes,15,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),72.79,1005.34,No
C02090,Female,0,No,No,24,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,70.25,1667.97,No
C02091,Female,0,No,Yes,56,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.53,5295.15,Yes
C02092,Female,0,No,Yes,20,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,76.85,1483.06,Yes
C02093,Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,104.83,424.77,No
C02094,Male,1,Yes,No,8,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,90.86,730.05,No
C02095,Male,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.03,218.66,Yes
C02096,Female,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.0,1551.22,No
C02097,Female,0,No,No,62,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,78.19,4847.14,No
C02098,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.28,742.93,Yes
C02099,Male,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.59,543.96,No
C02100,Male,0,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),105.94,1528.04,No
C02101,Male,0,Yes,No,55,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,74.43,4176.28,No
C02102,Male,0,No,No,67,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,63.82,4343.08,No
C02103,Female,0,Yes,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.91,649.74,No
C02104,Female,0,No,No,6,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,61.45,427.28,No
C02105,Female,0,Yes,No,11,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,63.0,607.41,No
C02106,Male,0,No,No,23,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),67.21,1556.6,No
C02107,Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,90.61,1940.96,Yes
C02108,Male,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,78.17,3639.42,No
C02109,Female,0,No,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),88.27,2590.58,No
C02110,Female,0,No,No,59,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,49.96,2870.91,No
C02111,Male,1,No,No,38,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),56.39,2040.69,No
